유형,상세분류,시군구코드,도로명코드,도로명주소,기관명,위치X,위치Y,전화번호
학교,초등학교,27260,3146025,대구광역시 수성구 지산로 12,대구용지초등학교,1102324.185000000055879,1758986.432000000029802,053-232-3789
학교,초등학교,27140,4226098,대구광역시 동구 동촌로56길 82,대구용호초등학교,1105829.182000000029802,1765165.299000000115484,053-232-4707
보훈,보훈,27290,3007031,대구광역시 달서구 화암로 301,제대군인지원센터,1091897.294999999925494,1756954.833000000100583,1577-6339
학교,초등학교,27260,3146019,대구광역시 수성구 신매로 20,대구욱수초등학교,1109079.835999999893829,1760104.986999999964610,053-232-4400
학교,초등학교,27140,4226273,대구광역시 동구 율하동로15길 1,대구율하초등학교,1108460.830000000074506,1764124.344000000040978,053-232-4004
학교,초등학교,27140,3142028,대구광역시 동구 아양로 300,대구입석초등학교,1103245.960999999893829,1766609.371000000042841,053-232-3903
학교,초등학교,27110,4223003,대구광역시 중구 경상감영길 49,대구종로초등학교,1098373.266000000061467,1764536.681000000098720,053-232-0800
학교,초등학교,27140,4226301,대구광역시 동구 파계로6길 54-3,대구지묘초등학교,1102729.493000000016764,1772393.804999999934807,053-232-2311
학교,초등학교,27260,4238366,대구광역시 수성구 지범로31길 45,대구지봉초등학교,1103047.902000000001863,1759377.232000000076368,053-232-3847
학교,초등학교,27260,4238358,대구광역시 수성구 지범로17길 3-14,대구지산초등학교,1102065.617000000085682,1759552.678000000072643,053-232-0907
학교,초등학교,27110,4223099,대구광역시 중구 명륜로23길 80,대구초등학교,1098899.817999999970198,1763604.165999999968335,053-232-0204
학교,초등학교,27260,4238455,대구광역시 수성구 파동로51길 34,대구파동초등학교,1100031.897000000113621,1759180.412000000011176,053-232-3099
학교,초등학교,27140,3000048,대구광역시 동구 팔공로 220-4,대구해서초등학교,1103123.549000000115484,1769655.992000000085682,053-232-1103
학교,초등학교,27140,3142030,대구광역시 동구 옻골로 50,대구해안초등학교,1106764.980999999912456,1767262.720999999903142,053-232-0951
학교,초등학교,27260,4238163,대구광역시 수성구 들안로32길 22,대구황금초등학교,1100997.088999999919906,1761434.983999999938533,053-232-2040
학교,초등학교,27140,3142043,대구광역시 동구 효동로 78-7,대구효동초등학교,1103326.317000000039116,1765886.054999999934807,053-232-3703
학교,초등학교,27140,4226367,대구광역시 동구 화랑로27길 25,대구효목초등학교,1103050.503999999957159,1764982.257999999914318,053-232-1666
학교,초등학교,27140,4226071,대구광역시 동구 동부로34길 70,대구효신초등학교,1102200.352999999886379,1764602.483999999938533,053-232-1913
학교,초등학교,27140,3142025,대구광역시 동구 신암남로 45,동대구초등학교,1101185.658999999985099,1765369.958000000100583,053-232-1404
학교,초등학교,27260,3146028,대구광역시 수성구 청수로 22-23,대구삼육초등학교,1100301.976000000024214,1760930.759000000078231,053-232-5964
학교,초등학교,27140,4226333,대구광역시 동구 팔공로50길 32,영신초등학교,1103430.888999999966472,1769867.892999999923632,053-232-5900
학교,초등학교,27230,3145013,대구광역시 북구 구암서로 50,대구강북초등학교,1096218.543999999994412,1772099.960999999893829,053-233-3655
학교,초등학교,27170,4229350,대구광역시 서구 평리로54길 16,대구경운초등학교,1095047.122999999905005,1763214.763000000035390,053-233-1703
학교,초등학교,27230,4235035,대구광역시 북구 경진로12길 5,대구경진초등학교,1100819.972000000067055,1766734.030999999959022,053-233-2668
학교,초등학교,27230,4235361,대구광역시 북구 칠곡중앙대로91길 10,대구관남초등학교,1094511.726000000024214,1771634.921000000089407,053-233-3850
학교,초등학교,27230,4235055,대구광역시 북구 관음동로17길 16,대구관음초등학교,1094447.148999999975786,1771976.469000000040978,053-233-2892
학교,초등학교,27230,4235081,대구광역시 북구 구암로22길 17,대구관천초등학교,1094902.884000000078231,1770944.452000000048429,053-233-3042
학교,초등학교,27230,4235069,대구광역시 북구 관음중앙로34길 4,대구교동초등학교,1094650.462000000057742,1772514.635999999940395,053-233-3363
학교,초등학교,27230,3145052,대구광역시 북구 학정로 245,대구구암초등학교,1095420.691000000108033,1770682.533999999985099,053-233-3180
학교,초등학교,27170,4229077,대구광역시 서구 달구벌대로371길 35,대구내서초등학교,1096311.314999999944121,1763554.510000000009313,053-233-2831
학교,초등학교,27230,4235293,대구광역시 북구 옥산로17길 37,대구달산초등학교,1097945.442000000039116,1766220.970999999903142,053-233-2601
학교,초등학교,27170,4229025,대구광역시 서구 국채보상로34길 35,대구달서초등학교,1094840.794999999925494,1763878.831999999936670,053-233-1900
학교,초등학교,27170,3007016,대구광역시 서구 고성로 127,대구달성초등학교,1097425.290000000037253,1765672.412000000011176,053-233-0293
학교,초등학교,27230,3007020,대구광역시 북구 신천동로 900,대구대산초등학교,1098657.716000000014901,1767163.121999999973923,053-233-2300
학교,초등학교,27170,3007001,대구광역시 서구 국채보상로 426,대구대성초등학교,1097241.003999999957159,1764294.151000000070781,053-233-0608
학교,초등학교,27230,4235080,대구광역시 북구 구암로21길 54,대구대천초등학교,1095104.352999999886379,1771682.644000000087544,053-233-3439
학교,초등학교,27230,3145011,대구광역시 북구 구리로 202,대구도남초등학교,1097150.591000000014901,1772977.958000000100583,053-233-2205
학교,초등학교,27230,3145025,대구광역시 북구 동천로 84,대구동평초등학교,1095678.551999999908730,1771885.691000000108033,053-233-3865
학교,초등학교,27170,4229073,대구광역시 서구 달구벌대로357길 22,대구두류초등학교,1095696.352999999886379,1763303.331999999936670,053-233-2712
학교,초등학교,27230,3145027,대구광역시 북구 매천로 179,대구매천초등학교,1093930.379999999888241,1769020.671000000089407,053-233-2134
경찰서,지구대,27230,3145024,대구광역시 북구 동암로 171,강북지구대,1096484.006000000052154,1772415.155000000027940,053-380-3191
학교,초등학교,27230,3145028,대구광역시 북구 복현로 180,대구문성초등학교,1101099.871000000042841,1768268.922999999951571,053-233-0804
경찰서,지구대,27230,3145012,대구광역시 북구 구암로 157,동천지구대,1095441.966000000014901,1771095.010000000009313,053-380-3192
학교,초등학교,27230,3007002,대구광역시 북구 공항로 58,대구복현초등학교,1101217.786000000080094,1767356.499000000068918,053-233-1804
경찰서,지구대,27200,3144009,대구광역시 남구 양지로 100,동대명지구대,1097440.284999999916181,1762171.507999999914318,053-474-0112
학교,초등학교,27230,3145025,대구광역시 북구 동천로 20,대구북부초등학교,1095542.337000000057742,1771275.665999999968335,053-233-3096
경찰서,지구대,27200,3144007,대구광역시 남구 봉덕로 87,봉천지구대,1099354.158000000054017,1761501.749000000068918,053-475-0112
학교,초등학교,27170,4229329,대구광역시 서구 통학로48길 7,대구북비산초등학교,1096094.090000000083819,1765518.479000000050291,053-233-1505
경찰서,지구대,27290,3147010,대구광역시 달서구 상인서로 36,상인지구대,1094403.821999999927357,1758011.725000000093132,053-638-0112
학교,초등학교,27170,4229105,대구광역시 서구 달서로45길 30,대구비봉초등학교,1096460.254999999888241,1765659.712999999988824,053-233-2774
경찰서,지구대,27290,3147045,대구광역시 달서구 학산로 184,송현지구대,1094525.999000000068918,1760184.120000000111759,053-631-0112
학교,초등학교,27170,3143010,대구광역시 서구 통학로 202,대구비산초등학교,1096055.283000000054017,1765192.061999999918044,053-233-1344
경찰서,지구대,27290,3007013,대구광역시 달서구 월배로 108,월배지구대,1092723.293000000063330,1758012.320000000065193,053-632-0112
학교,초등학교,27230,4235224,대구광역시 북구 산격로10길 14,대구산격초등학교,1099850.438000000081956,1767003.239000000059605,053-233-1181
경찰서,지구대,27140,3007003,대구광역시 동구 대현로 126,남신암지구대,1100409.843000000109896,1765546.091000000014901,053-960-3304
학교,초등학교,27170,3143015,대구광역시 서구 평리로 395,대구서도초등학교,1096180.125000000000000,1763936.019000000087544,053-233-1450
경찰서,지구대,27140,4226058,대구광역시 동구 동대구로85길 53,동대구지구대,1101488.506000000052154,1764849.688000000081956,053-960-3316
학교,초등학교,27170,4229092,대구광역시 서구 달서로26길 25,대구서부초등학교,1096926.933999999891967,1764677.229000000050291,053-233-0205
경찰서,지구대,27140,3142042,대구광역시 동구 해동로 184,동촌지구대,1103694.610000000102445,1766156.422000000020489,053-960-3305
학교,초등학교,27170,4229235,대구광역시 서구 서대구로45길 60,대구서평초등학교,1094591.679999999934807,1765140.885999999940395,053-233-2350
경찰서,지구대,27140,3142014,대구광역시 동구 반야월로 219,안심지구대,1109488.654000000096858,1764646.628999999957159,053-960-3314
학교,초등학교,27230,4235491,대구광역시 북구 호국로57길 42,대구성북초등학교,1098718.854999999981374,1770524.310000000055879,053-233-1101
경찰서,지구대,27140,4226391,대구광역시 동구 효목로19길 143,큰고개지구대,1102616.067999999970198,1765769.101000000024214,053-960-3309
학교,초등학교,27230,3142002,대구광역시 북구 경대로 21,대구신암초등학교,1100336.760000000009313,1765811.834999999962747,053-233-0674
경찰서,지구대,27230,3007023,대구광역시 북구 침산로 24,고성지구대,1098301.682999999960884,1765221.682000000029802,053-351-0112
학교,초등학교,27230,4235400,대구광역시 북구 칠성시장로23길 55,대구옥산초등학교,1099099.441000000108033,1765479.672999999951571,053-233-1090
경찰서,지구대,27230,3145036,대구광역시 북구 오봉로 122,노원지구대,1097407.155999999959022,1767406.828999999910593,053-357-0112
학교,초등학교,27170,4229028,대구광역시 서구 국채보상로37길 35,대구이현초등학교,1094822.689000000013039,1764610.709000000031665,053-233-1601
경찰서,지구대,27230,4235036,대구광역시 북구 경진로1길 50,복현지구대,1100874.277000000001863,1766998.487999999895692,053-959-0113
학교,초등학교,27170,4229245,대구광역시 서구 서대구로66길 20,대구인지초등학교,1096331.307000000029802,1766034.956999999936670,053-233-0575
경찰서,지구대,27230,3145034,대구광역시 북구 연암로 114,산격지구대,1098797.621999999973923,1766994.905999999959022,053-957-0112
학교,초등학교,27230,4235323,대구광역시 북구 조야로8길 16,대구조야초등학교,1097184.618999999947846,1768654.679000000003725,053-233-2413
경찰서,지구대,27170,3007016,대구광역시 서구 고성로 83,비원지구대,1097072.918999999994412,1765749.473999999929219,053-608-3303
학교,초등학교,27170,3007001,대구광역시 서구 국채보상로 135,대구중리초등학교,1094378.497999999905005,1764187.490999999921769,053-233-0755
경찰서,지구대,27170,3007001,대구광역시 서구 국채보상로 260,서도지구대,1095648.149999999906868,1764343.766999999992549,053-608-3307
학교,초등학교,27230,4235333,대구광역시 북구 칠곡중앙대로110길 5,대구칠곡초등학교,1094861.455000000074506,1772565.627000000094995,053-233-2100
경찰서,지구대,27170,3007001,대구광역시 서구 국채보상로 117,이현지구대,1094246.144000000087544,1764112.097999999998137,053-608-3311
학교,초등학교,27230,4235409,대구광역시 북구 침산남로32길 17,대구칠성초등학교,1098673.432999999960884,1766155.672000000020489,053-233-0385
경찰서,지구대,27170,4229092,대구광역시 서구 달서로26길 1,평산지구대,1096725.955000000074506,1764616.531999999890104,053-608-3309
학교,초등학교,27230,3145032,대구광역시 북구 성북로 25,대구침산초등학교,1097943.064000000013039,1766595.607000000076368,053-233-1005
경찰서,파출소,27230,3145056,대구광역시 북구 한강로 103,관문파출소,1092137.087999999988824,1767126.560000000055879,053-380-3198
경찰서,지구대,27290,3147015,대구광역시 달서구 선원로 62,신당지구대,1090212.385999999940395,1762951.796000000089407,053-588-0112
학교,초등학교,27230,4235348,대구광역시 북구 칠곡중앙대로52길 56,대구태암초등학교,1094772.799000000115484,1770112.500000000000000,053-233-3583
경찰서,파출소,27230,3145031,대구광역시 북구 서변로 62,무태파출소,1098951.010999999940395,1769966.985000000102445,053-380-3193
경찰서,지구대,27260,3146002,대구광역시 수성구 고산로 150,고산지구대,1108956.862999999895692,1761484.949999999953434,053-600-6303
학교,초등학교,27230,4235357,대구광역시 북구 칠곡중앙대로75길 16,대구태전초등학교,1094360.360000000102445,1770902.147000000113621,053-233-3001
경찰서,파출소,27200,3144002,대구광역시 남구 대명남로 55,남대명파출소,1096122.570000000065193,1760371.649999999906868,053-653-0113
경찰서,지구대,27260,3146010,대구광역시 수성구 무열로 111,만촌지구대,1103718.185000000055879,1764133.496999999973923,053-600-6305
학교,초등학교,27230,3145046,대구광역시 북구 태전로 95,대구태현초등학교,1093875.939000000013039,1770666.492000000085682,053-233-3283
경찰서,파출소,27200,4232114,대구광역시 남구 두류공원로18길 1,대명파출소,1096618.834000000031665,1761384.041999999899417,053-625-0112
경찰서,지구대,27260,3007004,대구광역시 수성구 동대구로 313,범어지구대,1101584.851999999955297,1763022.016999999992549,053-600-6307
학교,초등학교,27230,4235211,대구광역시 북구 매천로2길 19-6,대구팔달초등학교,1094299.693999999901280,1767317.800000000046566,053-233-3565
경찰서,파출소,27200,3144010,대구광역시 남구 현충로 51,서대명파출소,1097499.108000000007451,1760633.891000000061467,053-627-0112
경찰서,지구대,27260,3146008,대구광역시 수성구 들안로 54,상동지구대,1100903.081000000005588,1760355.121000000042841,053-600-6312
학교,초등학교,27170,4229042,대구광역시 서구 국채보상로53길 6-5,대구평리초등학교,1095811.729999999981374,1764500.583000000100583,053-233-1263
경찰서,파출소,27290,3351387,대구광역시 달서구 갈밭로 51,대곡파출소,1092945.973999999929219,1756799.816000000108033,053-662-6333
경찰서,지구대,27260,3146024,대구광역시 수성구 지범로 155,지산지구대,1102722.343000000109896,1759111.733999999938533,053-600-6315
학교,초등학교,27230,4235185,대구광역시 북구 동북로37길 68,북대구초등학교,1100126.127000000094995,1767979.250999999931082,053-233-2467
경찰서,파출소,27290,3147031,대구광역시 달서구 월성로 69,월성파출소,1092855.577000000048429,1759854.108999999938533,053-635-0112
경찰서,지구대,27260,3146028,대구광역시 수성구 청수로 245,황금지구대,1102473.804999999934807,1761095.820999999996275,053-600-6318
학교,초등학교,27170,4229241,대구광역시 서구 서대구로63길 28-13,서대구초등학교,1095461.566000000108033,1766386.395999999949709,053-233-1650
경찰서,파출소,27710,3148002,대구광역시 달성군 가창면 가창로 1076,가창파출소,1101485.921000000089407,1756602.162000000011176,053-768-2312
경찰서,지구대,27110,2007002,대구광역시 중구 달구벌대로 2048,남산지구대,1098195.645000000018626,1763824.604999999981374,053-420-1304
학교,초등학교,27230,3145051,대구광역시 북구 학정동로 23,대구학남초등학교,1096174.949999999953434,1772698.550000000046566,053-233-3995
경찰서,파출소,27710,4244144,대구광역시 달성군 논공읍 논공중앙로33길 7,공단파출소,1086168.262000000104308,1748641.162000000011176,053-615-5113
경찰서,지구대,27110,4223021,대구광역시 중구 국채보상로140길 16,동덕지구대,1099851.263000000035390,1764065.740999999921769,053-420-1306
학교,초등학교,27260,3146009,대구광역시 수성구 만촌로 125,대구중앙초등학교,1102946.625999999931082,1764314.128000000026077,053-232-4902
경찰서,파출소,27710,4244502,대구광역시 달성군 구지면 창리로11길 51,구지파출소,1082662.993000000016764,1740730.013999999966472,053-614-4912
경찰서,지구대,27110,4223029,대구광역시 중구 국채보상로99길 12,서문지구대,1097851.060999999986961,1764407.142999999923632,053-420-1302
학교,초등학교,27230,3145020,대구광역시 북구 대천로 148,대구운암초등학교,1096121.877000000094995,1771525.949000000022352,053-233-4174
경찰서,파출소,27710,3007026,대구광역시 달성군 논공읍 비슬로 1788,논공파출소,1083264.561999999918044,1753456.885000000009313,053-611-3112
학교,초등학교,27290,4241063,대구광역시 달서구 달구벌대로304길 112,대구장동초등학교,1093174.075999999884516,1761408.685000000055879,053-234-4505
경찰서,파출소,27710,2007002,대구광역시 달성군 다사읍 달구벌대로 800-1,다사파출소,1086566.725000000093132,1763276.669999999925494,053-585-3112
학교,초등학교,27710,4244490,대구광역시 달성군 다사읍 죽곡1길 18,대구죽곡초등학교,1086984.759000000078231,1762678.955000000074506,053-235-1360
경찰서,파출소,27710,3007026,대구광역시 달성군 옥포읍 비슬로 2294,옥포파출소,1087850.404000000096858,1755318.310999999986961,053-614-4312
학교,초등학교,27710,3148029,대구광역시 달성군 화원읍 명곡로 40,대구명곡초등학교,1090009.049000000115484,1756039.300999999977648,053-235-1464
경찰서,파출소,27710,3341006,대구광역시 달성군 유가읍 테크노상업로 99,유가파출소,1086898.766000000061467,1744607.142999999923632,053-614-2712
학교,초등학교,27710,3148032,대구광역시 달성군 화원읍 성천로 192,대구천내초등학교,1090524.480999999912456,1757460.415999999968335,053-235-1543
경찰서,파출소,27710,4244176,대구광역시 달성군 하빈면 달구벌대로55길 58-4,하빈파출소,1083179.753000000026077,1764781.159999999916181,053-582-0112
학교,초등학교,27290,2007002,대구광역시 달서구 달구벌대로 1429-11,대구장성초등학교,1092396.794999999925494,1762020.389999999897555,053-234-4563
경찰서,파출소,27710,3148047,대구광역시 달성군 현풍읍 현풍중앙로 70,현풍파출소,1085507.700999999884516,1744786.942000000039116,053-615-0112
학교,초등학교,27710,4244136,대구광역시 달성군 논공읍 논공로7길 41,대구논공초등학교,1084795.304999999934807,1748707.595999999903142,053-235-1703
경찰서,파출소,27710,3007026,대구광역시 달성군 화원읍 비슬로 2480,화남파출소,1089448.421000000089407,1756257.587999999988824,053-632-0113
학교,초등학교,27710,4244365,대구광역시 달성군 다사읍 서재로26길 94,대구도림초등학교,1090251.722000000067055,1765080.959999999962747,053-235-1681
경찰서,파출소,27710,3148049,대구광역시 달성군 화원읍 명천로 100,화원파출소,1090993.831000000005588,1756705.537999999942258,053-632-1112
학교,초등학교,27140,4226107,대구광역시 동구 동호로7길 17,대구강동초등학교,1111065.524999999906868,1764202.384000000078231,053-232-5051
경찰서,파출소,27140,3142040,대구광역시 동구 파계로 546,공산파출소,1102205.196999999927357,1776414.409999999916181,053-960-3302
학교,초등학교,27140,3142011,대구광역시 동구 동호로 25,대구동호초등학교,1110188.696999999927357,1763886.631999999983236,053-232-5005
경찰서,파출소,27140,3142008,대구광역시 동구 동내로 120,동내혁신파출소,1111376.341999999945983,1765706.986999999964610,053-960-3706
학교,초등학교,27230,3145025,대구광역시 북구 동천로 33,대구함지초등학교,1095422.831000000005588,1771413.712999999988824,053-233-4505
우체국,우체국,27710,4244269,대구광역시 달성군 현풍읍 비슬로130길 7,달성우체국,1085041.435000000055879,1744678.956000000005588,053-614-2005
경찰서,파출소,27140,3142033,대구광역시 동구 위남로 9,봉무불로파출소,1102852.699000000022352,1770665.273000000044703,053-960-3307
학교,초등학교,27230,3145023,대구광역시 북구 동변로 60,대구동변초등학교,1099619.212000000057742,1769727.156999999890104,053-233-4224
우체국,우체국,27710,4244144,대구광역시 달성군 논공읍 논공중앙로33길 9,달성공단우체국,1086158.030999999959022,1748659.700999999884516,053-615-5300
경찰서,파출소,27140,4226303,대구광역시 동구 팔공로197길 47,팔공파출소,1107446.429999999934807,1773931.269000000087544,053-960-3301
학교,초등학교,27230,4235489,대구광역시 북구 호국로43길 35,대구서변초등학교,1098784.942000000039116,1769891.973999999929219,053-233-4400
우체국,우체국,27710,4244502,대구광역시 달성군 구지면 창리로11길 18,달성구지우체국,1082653.736000000033528,1740567.002000000094995,053-614-4800
경찰서,파출소,27170,2007002,대구광역시 서구 달구벌대로 1737,내당4동파출소,1095267.979999999981374,1762821.327000000048429,053-608-3303
학교,초등학교,27710,3148031,대구광역시 달성군 화원읍 성암로 38,대구화동초등학교,1091231.263999999966472,1756370.370000000111759,053-235-1772
우체국,우체국,27710,4244613,대구광역시 달성군 논공읍 비슬로366길 3,달성논공우체국,1083633.280000000027940,1753683.522000000113621,053-611-1600
경찰서,파출소,27290,2007002,대구광역시 달서구 달구벌대로 1606,감삼파출소,1094122.620000000111759,1762192.310999999986961,053-563-0112
학교,초등학교,27260,3146002,대구광역시 수성구 고산로 51,대구청림초등학교,1108691.800999999977648,1760572.246000000042841,053-232-5165
우체국,우체국,27710,3007026,대구광역시 달성군 옥포읍 비슬로 2302,달성옥포우체국,1087923.882999999914318,1755362.760000000009313,053-614-4200
경찰서,파출소,27290,3147026,대구광역시 달서구 야외음악당로 202,두류3동파출소,1095475.925999999977648,1762386.483000000007451,053-651-0113
학교,초등학교,27290,4241486,대구광역시 달서구 월배로39길 46,대구월서초등학교,1093205.303000000072643,1758853.868000000016764,053-234-4706
우체국,우체국,27710,4244334,대구광역시 달성군 유가읍 비슬로64길 52-4,달성유가우체국,1085886.459000000031665,1742268.066000000108033,053-614-2701
경찰서,파출소,27290,3147026,대구광역시 달서구 야외음악당로 280,두류파출소,1096142.337000000057742,1762732.168999999994412,053-624-0112
학교,초등학교,27260,4238105,대구광역시 수성구 달구벌대로656길 46,대구사월초등학교,1109738.047000000020489,1760406.310000000055879,053-232-5300
우체국,우체국,27290,3147045,대구광역시 달서구 학산로 65,대구달서우체국,1093424.841999999945983,1759847.296000000089407,053-640-4679
경찰서,파출소,27290,4241031,대구광역시 달서구 구마로39길 83-16,성당파출소,1094561.692999999970198,1761028.635000000009313,053-655-0112
학교,초등학교,27290,4241078,대구광역시 달서구 달서대로109길 116,대구호산초등학교,1088420.807999999960884,1761826.168999999994412,053-234-4755
우체국,우체국,27290,2007002,대구광역시 달서구 달구벌대로 1578-11,대구감삼동우체국,1093904.628999999957159,1762040.355999999912456,053-552-0100
경찰서,파출소,27290,2007002,대구광역시 달서구 달구벌대로 1327,성서파출소,1091434.547000000020489,1762104.030000000027940,053-583-0112
학교,초등학교,27230,3145050,대구광역시 북구 학남로 32,대구학정초등학교,1096408.997999999905005,1772918.962999999988824,053-233-4546
우체국,우체국,27290,3147049,대구광역시 달서구 호산로 124,대구강창우체국,1088343.709999999962747,1762033.097999999998137,053-593-9115
경찰서,파출소,27290,3147015,대구광역시 달서구 선원로 276,용산파출소,1092348.581000000005588,1762928.537000000011176,053-584-0113
학교,초등학교,27710,3148027,대구광역시 달성군 다사읍 대실역북로 93,대구왕선초등학교,1087143.026000000070781,1763390.013999999966472,053-235-1902
우체국,우체국,27710,3148038,대구광역시 달성군 다사읍 왕선로 39,대구다사우체국,1087045.307000000029802,1763360.628999999957159,053-591-1151
경찰서,파출소,27290,3147027,대구광역시 달서구 용산로 212,죽전파출소,1093087.641999999992549,1762711.202000000048429,053-564-0112
학교,초등학교,27290,2147001,대구광역시 달서구 달서대로 39,대구유천초등학교,1091413.368000000016764,1757817.439000000013039,053-234-4873
우체국,우체국,27290,3147006,대구광역시 달서구 도원로 6,대구도원동우체국,1093567.878999999957159,1757463.287000000011176,053-635-0013
경찰서,파출소,27260,4238444,대구광역시 수성구 파동로2길 30,파동파출소,1101304.159999999916181,1757485.401000000070781,053-600-6317
학교,초등학교,27290,3147039,대구광역시 달서구 조암남로 100,대구신월초등학교,1092361.070000000065193,1758712.598999999929219,053-234-5000
우체국,우체국,27290,3007011,대구광역시 달서구 성당로 247,대구두류동우체국,1096945.943999999901280,1762511.162000000011176,053-622-0017
경찰서,파출소,27110,2007001,대구광역시 중구 중앙대로 382,중앙파출소,1098741.429999999934807,1763932.135000000009313,053-420-1311
학교,초등학교,27260,4238386,대구광역시 수성구 천을로31길 16,대구매동초등학교,1109198.122999999905005,1761640.320000000065193,053-232-5400
우체국,우체국,27710,3007031,대구광역시 달성군 화원읍 화암로 76,대구명곡우체국,1090086.727999999886379,1756146.131000000052154,053-634-6400
학교,초등학교,27290,4241564,대구광역시 달서구 조암로5길 19,대구조암초등학교,1092897.429000000003725,1759109.884000000078231,053-234-5053
우체국,우체국,27290,3143012,대구광역시 달서구 당산로 36,대구본리동우체국,1094375.200999999884516,1760958.881999999983236,053-624-2005
학교,초등학교,27710,4244189,대구광역시 달성군 다사읍 대실역북로3길 6,대구매곡초등학교,1087407.314999999944121,1763287.489000000059605,053-235-1980
우체국,우체국,27290,4241197,대구광역시 달서구 상인서로10길 6-4,대구상인1동우체국,1094420.385999999940395,1758025.669999999925494,053-635-0014
학교,초등학교,27230,3145026,대구광역시 북구 매전로 32,대구관문초등학교,1094397.487999999895692,1768512.115999999921769,053-233-4700
우체국,우체국,27290,3147024,대구광역시 달서구 송현로 47,대구상인동우체국,1094554.672999999951571,1758970.375999999931082,053-633-0013
학교,초등학교,27290,4241557,대구광역시 달서구 조암남로32길 55,대구용천초등학교,1091471.871999999973923,1758611.637000000104308,053-234-5630
우체국,우체국,27290,3147018,대구광역시 달서구 성서공단로 118,대구성서공단우체국,1089919.688000000081956,1760269.513000000035390,053-582-2105
학교,초등학교,27140,3142034,대구광역시 동구 율하동로 55,대구율원초등학교,1108406.739999999990687,1763804.406999999890104,053-232-5431
우체국,우체국,27290,3147021,대구광역시 달서구 성서로 406,대구성서우체국,1090994.462000000057742,1762381.831999999936670,053-589-1500
학교,초등학교,27290,4241565,대구광역시 달서구 조암로6길 55,대구월암초등학교,1092284.114999999990687,1759601.506999999983236,053-234-5200
우체국,우체국,27290,3147015,대구광역시 달서구 선원로 58,대구신당동우체국,1090161.794999999925494,1762949.486999999964610,053-584-1491
학교,초등학교,27290,4241473,대구광역시 달서구 월배로11길 42,대구한샘초등학교,1092036.429999999934807,1758315.230999999912456,053-234-5245
우체국,우체국,27290,3147027,대구광역시 달서구 용산로 214,대구용산동우체국,1093083.226999999955297,1762727.000000000000000,053-521-2005
학교,초등학교,27260,4238153,대구광역시 수성구 들안로16길 58,대구들안길초등학교,1101006.307000000029802,1760839.047999999951571,053-232-5582
우체국,우체국,27290,3147008,대구광역시 달서구 상원로 97,대구월배우체국,1093240.364999999990687,1758383.064999999944121,053-632-5144
학교,초등학교,27230,3145055,대구광역시 북구 내곡로 124,대구사수초등학교,1091618.625999999931082,1767534.517999999923632,053-233-4804
우체국,우체국,27290,3147036,대구광역시 달서구 장기로 273,대구장기동우체국,1093041.439999999944121,1761243.843000000109896,053-522-3005
학교,초등학교,27290,3147039,대구광역시 달서구 조암남로 172-13,대구한솔초등학교,1091755.304999999934807,1758264.607000000076368,053-234-5500
우체국,우체국,27290,3007013,대구광역시 달서구 월배로 32,대구진천동우체국,1092008.854999999981374,1757801.723999999929219,053-636-0014
학교,초등학교,27140,4226408,대구광역시 동구 팔공로53길 30,대구봉무초등학교,1102610.480999999912456,1770501.274999999906868,053-232-5705
우체국,우체국,27710,4244545,대구광역시 달성군 하빈면 하빈로90길 1,대구하빈우체국,1085358.476999999955297,1767784.924000000115484,053-582-1105
학교,초등학교,27140,4226236,대구광역시 동구 안심로16길 70,대구율금초등학교,1107606.833000000100583,1763470.766999999992549,053-232-5609
우체국,우체국,27710,3007026,대구광역시 달성군 화원읍 비슬로 2589,대구화원우체국,1090322.047000000020489,1756886.489999999990687,053-632-0115
학교,초등학교,27140,4226414,대구광역시 동구 과학로13길 5,대구새론초등학교,1109855.418999999994412,1765994.752000000094995,053-232-9605
우체국,우체국,27260,2007002,대구광역시 수성구 달구벌대로 2320,대구수성우체국,1100749.909999999916181,1763103.412999999942258,053-757-1030
학교,초등학교,27710,4244628,대구광역시 달성군 다사읍 대실역남로1길 31,대구대실초등학교,1087397.158000000054017,1762271.398999999975786,053-235-2274
우체국,우체국,27710,4244016,대구광역시 달성군 가창면 가창로216길 1,대구가창우체국,1101451.924000000115484,1756692.689999999944121,053-767-6001
학교,초등학교,27710,3148034,대구광역시 달성군 다사읍 세천로 182-9,대구세천초등학교,1088599.010000000009313,1764641.539000000106171,053-235-2473
우체국,우체국,27260,2007002,대구광역시 수성구 달구벌대로 3070,대구고산우체국,1107714.710999999893829,1761339.933999999891967,053-792-1600
학교,초등학교,27710,3341005,대구광역시 달성군 유가읍 테크노북로 144,대구비슬초등학교,1086740.969000000040978,1744846.033000000054017,053-235-2405
우체국,우체국,27260,3007001,대구광역시 수성구 국채보상로 1075,대구만촌1동우체국,1103528.546000000089407,1764197.601999999955297,053-742-0900
학교,초등학교,27710,3341010,대구광역시 달성군 옥포읍 돌미로 15,대구강림초등학교,1084665.209000000031665,1754275.432999999960884,053-235-2200
우체국,우체국,27260,4238225,대구광역시 수성구 범안로16길 6,대구범물동우체국,1103551.787000000011176,1758528.114000000059605,053-784-9356
학교,초등학교,27710,3341005,대구광역시 달성군 현풍읍 테크노북로 80,대구포산초등학교,1086189.019000000087544,1744709.617000000085682,053-233-5568
